"Link","Classe","Número","Ano.de.autuação","Relator.Atual","Data","Andamento","Observação.Andamento","Ramo.do.direito","Assuntos","fator_m_aurelio","unanimidade"
"MS-26322","MS",26322,2006,"MIN. ROBERTO BARROSO","12/4/2012","Sobrestado","MS/23394","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS 3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAÇÃO PÚBLICA | TRIBUNAL DE CONTAS","0","0"
"MS-27340","MS",27340,2008,"MIN. ROBERTO BARROSO","12/4/2012","Sobrestado","MS/23394","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE REMUNERAÇÃO, PROVENTOS OU PENSÃO | ÍNDICE DE 28,86% LEI 8.622/1993 E 8.627/1993","0","0"
"MS-27550","MS",27550,2008,"MIN. ROBERTO BARROSO","12/4/2012","Sobrestado","MS/27550","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE REMUNERAÇÃO, PROVENTOS OU PENSÃO | ÍNDICE DA URV FEV/1989","0","0"
"MS-27964","MS",27964,2009,"MIN. ROBERTO BARROSO","12/4/2012","Sobrestado","MS/23394","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE REMUNERAÇÃO, PROVENTOS OU PENSÃO | ÍNDICE DA URV FEV/1989","0","0"
"MS-27431","MS",27431,2008,"MIN. ROBERTO BARROSO","11/4/2012","Sobrestado","MS/23394","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE REMUNERAÇÃO, PROVENTOS OU PENSÃO | ÍNDICE DA URV FEV/1989","0","0"
"MS-27554","MS",27554,2008,"MIN. ROBERTO BARROSO","11/4/2012","Sobrestado","MS/23394","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE REMUNERAÇÃO, PROVENTOS OU PENSÃO | ÍNDICE DA URV FEV/1989","0","0"
"IF-4640","IF",4640,2004,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), negou provimento ao agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | INTERVENÇÃO EM ESTADO / MUNICÍPIO 2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | PRECATÓRIO","0","0"
"IF-4677","IF",4677,2004,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), negou provimento ao agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | INTERVENÇÃO EM ESTADO / MUNICÍPIO 2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | PRECATÓRIO","0","0"
"SL-77","SL",77,2005,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","","","0","0"
"STA-71","STA",71,2006,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","","","0","0"
"SS-3543","SS",3543,2008,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | EFEITO SUSPENSIVO / IMPUGNAÇÃO / EMBARGOS À EXECUÇÃO","0","0"
"SS-3543","SS",3543,2008,"MINISTRO PRESIDENTE","29/3/2012","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria, contra o voto do Senhor Ministro Marco Aurélio, recebeu os embargos de declaração como agravo regimental e, a este, também por maioria, negou provimento, contra os votos dos Senhores Ministros Marco Aurélio e Luiz Fux, tudo nos termos do voto do Relator, Ministro Cezar Peluso (Presidente). Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, os Senhores Ministros Gilmar Mendes e Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | EFEITO SUSPENSIVO / IMPUGNAÇÃO / EMBARGOS À EXECUÇÃO","0","0"
"SS-3693","SS",3693,2008,"MINISTRO PRESIDENTE","29/3/2012","Embargos não conhecidos","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu dos embargos de declaração, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, os Senhores Ministros Gilmar Mendes e Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PÚBLICO / EDITAL | PROVA DE TÍTULOS","0","0"
"SS-3740","SS",3740,2009,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | PRECATÓRIO | SEQUESTRO DE VERBAS PÚBLICAS","0","0"
"SS-3989","SS",3989,2009,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | SAÚDE | TRATAMENTO MÉDICO-HOSPITALAR E/OU FORNECIMENTO DE MEDICAMENTOS","0","0"
"SS-4005","SS",4005,2009,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAÇÃO PÚBLICA | TRIBUNAL DE CONTAS","0","0"
"SS-4217","SS",4217,2010,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | GRATIFICAÇÃO INCORPORADA / QUINTOS E DÉCIMOS / VPNI","0","0"
"SS-4218","SS",4218,2010,"MINISTRO PRESIDENTE","29/3/2012","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 29.03.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | GRATIFICAÇÃO INCORPORADA / QUINTOS E DÉCIMOS / VPNI","0","0"
"Inq-3077","Inq",3077,2011,"MIN. DIAS TOFFOLI","29/3/2012","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, julgou improcedente a acusação, contra o voto do Senhor Ministro Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Falaram, pelo Ministério Público Federal, o Dr. Roberto Monteiro Gurgel Santos, Procurador-Geral da República e, pela investigada, C.M.B.R., o Dr. José Fragoso Cavalcanti. Plenário, 29.03.2012. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DA LEI DE LICITAÇÕES","0","0"
"Inq-3412","Inq",3412,2012,"MIN. ROSA WEBER","29/3/2012","Recebida denúncia","Decisão: O Tribunal, por maioria, recebeu a denúncia, contra os votos dos Senhores Ministros Marco Aurélio, Dias Toffoli, Gilmar Mendes e Celso de Mello. Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão a Senhora Ministra Rosa Weber. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Falaram, pelo Ministério Público Federal, o Dr. Roberto Monteiro Gurgel Santos, Procurador-Geral da República, pelos investigados, J.J.P.L. e A.J.P.L., respectivamente, o Dr. Átila Pinto Machado Júnior e o Dr. Bruno Ribeiro. Plenário, 29.03.2012. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES CONTRA A LIBERDADE PESSOAL | REDUÇÃO A CONDIÇÃO ANÁLOGA À DE ESCRAVO","0","0"
"IF-5101","IF",5101,2007,"MINISTRO PRESIDENTE","28/3/2012","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), julgou improcedente a intervenção, contra o voto do Senhor Ministro Marco Aurélio. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Plenário, 28.03.2012. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | INTERVENÇÃO EM ESTADO / MUNICÍPIO","0","0"
"IF-5105","IF",5105,2008,"MINISTRO PRESIDENTE","28/3/2012","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), julgou improcedente a intervenção, contra o voto do Senhor Ministro Marco Aurélio. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Plenário, 28.03.2012. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | INTERVENÇÃO EM ESTADO / MUNICÍPIO","0","0"
"IF-5106","IF",5106,2008,"MINISTRO PRESIDENTE","28/3/2012","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), julgou improcedente a intervenção, contra o voto do Senhor Ministro Marco Aurélio. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Plenário, 28.03.2012. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | INTERVENÇÃO EM ESTADO / MUNICÍPIO","0","0"
"IF-5114","IF",5114,2008,"MINISTRO PRESIDENTE","28/3/2012","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), julgou improcedente a intervenção, contra o voto do Senhor Ministro Marco Aurélio. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Falou pelo requerido, Estado do Rio Grande do Sul, o Dr. Nei Fernando Marques Brum, Procurador do Estado. Plenário, 28.03.2012. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | INTERVENÇÃO EM ESTADO / MUNICÍPIO 2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | PRECATÓRIO","0","0"
"Rcl-9790","Rcl",9790,2010,"MIN. CÁRMEN LÚCIA","28/3/2012","Procedente","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, julgou procedente a reclamação, contra o voto do Presidente, Ministro Cezar Peluso. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Falou pela reclamante o Dr. Ricardo Alexandre Hidalgo Pace. Plenário, 28.03.2012. ","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | IMPOSTOS | IPI/ IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS 2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO","0","0"
"ADI-374","ADI",374,1990,"MIN. DIAS TOFFOLI","22/3/2012","Procedente em parte","Decisão: O Tribunal declarou constitucional o caput do art. 7º do ADCT da Constituição do Estado de São Paulo, conferindo interpretação conforme ao seu parágrafo único, nos termos do voto do Relator, e decidiu, segundo as vinculações reconhecidas, que a vaga decorrente da aposentadoria do Conselheiro Fúlvio Julião Biazzi deve ser necessariamente preenchida por um Auditor da Corte de Contas, escolhido pelo Governador de Estado, e que a vaga ocupada pelo Conselheiro Renato Martins Costa corresponde à classe do Ministério Público Especial, a qual assim será preenchida quando se vagar, tudo contra os votos dos Senhores Ministros Marco Aurélio e Cármen Lúcia, que julgavam totalmente procedente a ação. Cassada a medida liminar. Votou o Presidente, Ministro Cezar Peluso. Ausente, neste julgamento, o Senhor Ministro Joaquim Barbosa. Plenário, 22.03.2012. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAÇÃO PÚBLICA | TRIBUNAL DE CONTAS","0","0"
"RE-546609","RE",546609,2007,"MIN. RICARDO LEWANDOWSKI","22/3/2012","Não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao recurso, contra os votos dos Senhores Ministros Dias Toffoli, Gilmar Mendes e Presidente, Ministro Cezar Peluso. Impedido o Senhor Ministro Luiz Fux. Plenário, 22.03.2012. ","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | JURISDIÇÃO E COMPETÊNCIA","0","0"
"RE-549560","RE",549560,2007,"MIN. RICARDO LEWANDOWSKI","22/3/2012","Julgado mérito de tema com repercussão geral","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao recurso, contra os votos dos Senhores Ministros Menezes Direito, Eros Grau, Gilmar Mendes e Presidente, Ministro Cezar Peluso. Não votaram os Senhores Ministros Luiz Fux e Dias Toffoli. Plenário, 22.03.2012. ","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | JURISDIÇÃO E COMPETÊNCIA","0","0"
"ACO-79","ACO",79,1959,"MIN. TEORI ZAVASCKI","15/3/2012","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), julgou improcedente a ação, contra os votos dos Senhores Ministros Ricardo Lewandowski, Ayres Britto e Marco Aurélio. Ausentes, justificadamente, os Senhores Ministros Celso de Mello e Gilmar Mendes e, neste julgamento, o Senhor Ministro Joaquim Barbosa. Falou pela ré Construções e Comércio Camargo Corrêa S/A, o Dr. Ewerton Azevedo Mineiro. Plenário, 15.03.2012. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMÍNIO PÚBLICO | BENS PÚBLICOS","0","0"
"AP-512","AP",512,2009,"MIN. TEORI ZAVASCKI","15/3/2012","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Ausentes, justificadamente, os Senhores Ministros Celso de Mello e Gilmar Mendes e, neste julgamento, o Senhor Ministro Joaquim Barbosa. Plenário, 15.03.2012. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES ELEITORAIS | CAPTAÇÃO ILÍCITA DE VOTOS OU CORRUPÇÃO ELEITORAL","0","0"
"Inq-2870","Inq",2870,2009,"MIN. JOAQUIM BARBOSA","15/3/2012","Rejeitada a queixa","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, rejeitou a queixa, contra o voto do Senhor Ministro Marco Aurélio, que a recebia em parte. Votou o Presidente, Ministro Cezar Peluso. Ausentes, justificadamente, os Senhores Ministros Celso de Mello e Gilmar Mendes e, neste julgamento, o Senhor Ministro Ayres Britto. Plenário, 15.03.2012. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES CONTRA A HONRA","0","0"
"HC-108261","HC",108261,2011,"MIN. DIAS TOFFOLI","15/3/2012","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Ausentes, justificadamente, os Senhores Ministros Celso de Mello e Gilmar Mendes e, neste julgamento, o Senhor Ministro Joaquim Barbosa. Plenário, 15.03.2012.","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | NULIDADE | VÍCIO FORMAL DO JULGAMENTO","0","0"
"ADI-3892","ADI",3892,2007,"MIN. JOAQUIM BARBOSA","14/3/2012","Procedente","Decisão: O Tribunal, por maioria, rejeitou a preliminar de ilegitimidade ativa da requerente, contra o voto do Senhor Ministro Marco Aurélio, suscitante. Votou o Presidente. Em seguida, o Tribunal, por maioria e nos termos do voto do Relator, julgou procedente a ação direta, com eficácia diferida a partir de 12 (doze) meses a contar desta data, contra o voto do Senhor Ministro Marco Aurélio, que pronunciava a inconstitucionalidade com eficácia ex tunc. Votou o Presidente, Ministro Cezar Peluso. Impedido o Senhor Ministro Dias Toffoli. Ausente, neste julgamento, o Senhor Ministro Gilmar Mendes. Falaram, pela requerente Associação Nacional dos Defensores Públicos da União-ANDPU (ADIs 3.892 e 4.270), o Dr. Rafael de Cás Maffini; pela requerente Associação Nacional dos Defensores Públicos-ANADEP (ADI 4270), o Dr. André Castro; pelo interessado Governador do Estado de Santa Catarina (ADI 3892), o Dr. Fernando Filgueiras, Procurador do Estado; pelo amicus curie Associação Juízes para a Democ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | DEFENSORIA PÚBLICA","0","0"
"ADI-4270","ADI",4270,2009,"MIN. JOAQUIM BARBOSA","14/3/2012","Procedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, julgou procedente a ação direta, com eficácia diferida a partir de 12 (doze) meses, a contar desta data, contra o voto do Senhor Ministro Marco Aurélio, que pronunciava a inconstitucionalidade com eficácia ex tunc. Votou o Presidente, Ministro Cezar Peluso. Ausente, neste julgamento, o Senhor Ministro Gilmar Mendes. Falaram, pela requerente Associação Nacional dos Defensores Públicos da União-ANDPU (ADIs 3.892 e 4.270), o Dr. Rafael de Cás Maffini; pela requerente Associação Nacional dos Defensores Públicos-ANADEP (ADI 4270), o Dr. André Castro; pelo interessado Governador do Estado de Santa Catarina (ADI 3892), o Dr. Fernando Filgueiras, Procurador do Estado; pelo amicus curie Associação Juízes para a Democracia (ADI 4270), o Dr. Sérgio Sérvulo da Cunha; pelos amici curiae (ADI 4270) Conectas Direitos Humanos, Instituto Pro Bono e Instituto Terra Trabalho e Cidadania, o Dr. Marcos Fuchs;  e, pelo Ministério Público Fede","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | DEFENSORIA PÚBLICA","0","0"
"AP-441","AP",441,2007,"MIN. DIAS TOFFOLI","8/3/2012","Procedente","Decisão: O Tribunal, por maioria, julgou procedente a ação penal, reconhecendo a prática do delito previsto no artigo 1º, inciso V, do Decreto-Lei nº 201/67, contra o voto do Senhor Ministro Cezar Peluso (Presidente) que, concordando com a tipificação da denúncia, julgava improcedente a ação penal, e contra os votos dos Senhores Ministros Ayres Britto, Marco Aurélio e Celso de Mello, que reconheciam a prática do delito previsto no artigo 1º, inciso II do referido decreto. Condenados os réus a 4 (quatro) meses de detenção, convertida em 13 (treze) dias-multa e, em conseqüência, reconhecida a prescrição, contra os votos dos Senhores Ministros Ayres Britto, Marco Aurélio, que os condenavam a 6 (seis) anos de reclusão, e Celso de Mello, que os condenava a 2 (dois) anos e 4 (quatro) meses, e aplicavam a pena de inabilitação temporária para exercício da função pública. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Falaram, pelo Ministério Público Federal, o Dr. Roberto Montei","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE RESPONSABILIDADE 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | PREFEITO 3 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DA LEI DE LICITAÇÕES","0","0"
"ADI-4029","ADI",4029,2008,"MIN. LUIZ FUX","8/3/2012","Questão de ordem","Decisão: O Tribunal acolheu questão de ordem suscitada pelo Advogado-Geral da União, para, alterando o dispositivo do acórdão da Ação Direta de Inconstitucionalidade nº 4.029, ficar constando que o Tribunal julgou improcedente a ação, com declaração incidental de inconstitucionalidade do artigo 5º, caput, artigo 6º, §§ 1º e 2º, da Resolução nº 01/2002, do Congresso Nacional, com eficácia ex nunc em relação à pronúncia dessa inconstitucionalidade, nos termos do voto do Relator, contra o voto do Senhor Ministro Cezar Peluso (Presidente), que julgava procedente a ação. Impedido o Senhor Ministro Dias Toffoli. Ausentes, justificadamente, o Senhor Ministro Joaquim Barbosa e, nesta questão de ordem, o Senhor Ministro Marco Aurélio. Plenário, 08.03.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE","0","0"
